"망고스틴 비단 50
염료 100 공업품 200 직물 200
주석 다목 비단 50",칼리아리
"나전칠기 맥반석 옻 50
광물 50 공업품 200 미술품 100
서화 50 맥반석 50 옻 50",칼비
"기호품 직물 귀금속 100
금 아보카도 아과요 50
은 아보카도 아과요 50",타간로크
"직물 귀금속 보석 100
아과요 은 에메랄드 50
와과요 50 금 50 토파즈 100",트리에스테
"미술품 귀금속 보석 100
미술품 은 자수정 50
미술픔 은 자수정 150",피사
"납광석 탄환 50
소 납광석 탄환 50
가축 50 광물 50 총포류 300",-
"황마 종이 도자기 50
황마 종이 도자기 100
잡화 50 섬유 100 공예품 300",-
"판야 주석광석 주석 50
생사 주석광석 주석 50
광석 100 공업품 300 섬유 100",레프코샤
"광물 50 귀금속 100 보석 100
초석 백금 다이아몬드 50
아연광석 사금 루벨라이트 50",라스팔마스
"기호품 직물 보석 100
비취 비단 50
비취 말린망고 비단 50",알바스라
"섬유 향신료 향료 100
산양모 후추 사향 50
목화 계피 재스민 50",베이루트
"고무 메이플시럽 50
공업품 조미료 기호품 100
고무 메이플시럽 블루베리 100",벵가지
"향료 기호품 공업품 100
수선화 캐비아 강철 50
수선화 캐비아 강철 150",세우타
"공업품 조미료 100
고무 메이플시럽 50
고무 메이플시럽 200",앗수웨이스
"무기류 조미료 100
단검 설탕 50
단검 100 설탕 100 목상 50",시라즈
"피클 벨벳 50
파스타 벨벳 레이스 50
식료품 100 기호품 200 직물 200",아르김
"부채 초롱 호안석 50
조미료 50 잡화 50 보석 200
된장 참기름 호안석 50",알이스칸다리아
"공업품 의약품 50
고무 아니카 50
고무 아니카 150",알제
"의약품 200
구와이아우드 200 
구와이아우드 아니카 200",야파
"설탕 티리언퍼플 50
설탕 티리언퍼플 무명 50
조미료 100 염료 200 직물 200",코스탄티니에
"디저리두 꿀 핑다 50
조미료 50 공예품 100 보석 300
디저리두 흑진주 핑다 100",카사블랑카
"금 토란 석상 50
식료품 50 미술품 200 귀금속 100
사금 어육 석상 50",알카히라
"귀금속 향료 보석 100
유칼립투스 금 핑다 50
유칼립투스 은 감람석 50",투니스
"몰약 진사 설화석고 50
벨라도나 철광석 통나무 50
의약품 50 광석 50 공업품 300",트라브존
"수은 수은제 무명 50
철재 세이지 무명 50
의약품 50 공업품 50 직물 300",타라불루스
"양모 카모마일 펠트 50
양모 150 카모마일 100 펠트 150
의약품 50 섬유 100 직물 300",안탈리아
"금 깨꽃 아과요 50
의약품 50 직물 300 귀금속 100
금 은 아과요 50",하라무즈
"로그우드 사이잘삼 50
로그우드 알파카털실 100
염료 섬유 250",바그다드
"귀금속 향료 150
백금 월하향 50
백금 50 금 50 월하향 100",보르사이드
"무기류 공업품 50
양손검 강철 50
양손검 강철 150",-
"기호품 향료 직물 50
캐비아 시벳 50
캐비아 시벳 융단 100",-
"귀금속 무기류 100
백금 맘벨레 50
백금 맘벨레 200",리스보아
"금 흑요석곤봉 50
가축 50 귀금속 100 무기류 300
금 100 흑요석곤봉 100 소 50",세비아
"니시진오리 일본도 50
니시진오리 100 모시 100 죽도50
직물 무기류 250",포르투
"은 흑요석곤봉 50
귀금속 100 무기류 300
금 은 흑요석곤봉 100",푼샬
"브랜디 부케가르니 석류석 50
조미료 50 주류 100 보석 400
포도주 부케가르니 수정 50",말라가
"향쑥 양손검 50
양 향쑥 양손검 50
가축 50 의약품 50 무기류 300",바르셀로나
"티리언퍼플 융단 50
말 티리언퍼플 융단 50
가축 100 염료 200 직물 200",발렌시아
"깨꽃 오크모스 50
의약품 50 향신료 200 향료 200
살구씨 월계수 오크모스 50",폰타델가다
"등 등세공 청화백자 50
등 등세공 청화백자 100
잡화 50 공업품 100 공예품 300",파루
"펠트 유황 철재 50
광물 50 공업품 200 직물 100
펠트 유황 철재 100",팔마
"은방울꽃 납광석 동판 50
광석 50 공업품 200 향료 100
은방울꽃 납광석 납 50",히혼
"공업품 향신료 향료 100
동판 베르가모트 라벤더 50
동판 오레가노 장미 50",산타섬
"석류석 도자기 50
잡화 50 공예품 150 보석 150
석류석 종이 도자기 50",-
"삼절곤 당금 호필 50
잡화 50 공예품 150 무기류 150
삼절곤 수레 철화백자 50",-
"주류 귀금속 보석 100
야자술 금 산호 50
야자술 사금 흑진주 50",나탈
"아나토 아연광석 고무 50
아나토 아연광석 고무 150
염료 100 광석 50 공업품 300",두알라
"동판화 티리언퍼플 융단 50 
염료 100 직물 200 미술품 200 
동판화 잇꽃 다마스크 50",소팔라
"일본도 오배자 모시 50
염료 100 직물 20 무기류 200
죽도 오배자 빈가타 50",마사와
"황마 요구르트 호박단 50
기호품 150 섬유 100 직물 150
황마 요구르트 호박단 100",카리비브
"보드카 위스키 50
주류 무기류 100
보드카 위스키 진 50",이카파
"무기류 주류 100
서양갑옷 양손검 보드카 50
양손검 보드카 아콰비트 150",칼리마니
"향신료 무기류 공예품 50
서양대포 샤프란 아줄레주 50
화승총 50 포탄 50 서양대포 200",말린디
"귀금속 조미료 50
메이플시럽 은 100
메이플시럽 은 200",베서스트
"공예품 귀금속 보석 100
은세공 은 마노 50
산호세공 사금 산호 50",베냉
"강철 납광석 50
강철 납광석 석탄 50
광물 100 공업품 400",무크디쇼
"금록석 투창 50
보석 무기류 200
금록석 전기석 투창 50",비사우
"보드카 와콰비트 양손검 50
보드카 100 양손검 100 투창 50
주류 400 무기류 100",상토메
"무기류 100
부메랑 100
곡도 100",엘미나
"의약품 200
구와이아우드 200
구와이아우드 400",모삼비크
"직물 100
아과요 100
인도편사 100",시에라리온
"설탕 타임 50
설탕 100 타임 50 로즈메리 50
조미료 100 향신료 200",아비장
"소 소형방패 50
소 소형방패 100
가축 100 무기류 400",만바사
"콜키쿰 융단 50
쿨키쿰 100 융단 50 다마스크 50
의약품 100 직물 400",잔지바르
"서양대포 피클 50
가축 50 기호품 100 총포류 300
서양대포 피클 닭 50",프라이아
"서양대포 벨벳 50
가축 50 직물 100 총포류 300
서양대포 100 벨벳 100 닭 50",킬와
"은식기 무명 50
의약품 50 직물 300 공예품 100
도자기 에리카 공단 50",토아마시나
"루벨라이트 화약 50
보석 총포류 200
루벨라이트 화약 100",루안다
"청어절임 레이스 활 50
식료품 50 직물 200 무기류 200
소시지 트위드 소형방패 50",벵겔라
"쇠고기 서양갑옷 탄환 50
식료품 50 무기류 200 총포류 200
소시지 서양갑옷 화약 50",팀북투
"서양대포 민들레 50
서양대포 민들레 닭 50
가축 50 의약품 50 총포류 300",소다섬
"은 조총 50
가축 50 귀금속 100 총포류 300
당나귀 은 조총 50",-
"화창 삼절곤 당나귀 50
가축 50 무기류 150 총포류 150
화창 삼절곤 당나귀 100",-
"청금석 벨라도나 호박단 50
의약품 50 직물 300 보석 100
터키석 벨라도나 모슬린 50",다바오
"코코넛 디저리두 50
코코넛 개오지 디저리두 50
잡화 50 기호품 100 공예품 300",도파르
"염료 100 직물 200 귀금속 200
금 로그우드 아과요 50
사금 로그우드 아과요 50",딜리
"철퇴 홍차 캐시미어 50
기호품 150 직물 150 무기류 100
철퇴 홍차 면직물 50",마닐라
"염료 보석 무기류 100
로그우드 오팔 50
로그우드 오팔 흑요석곤봉 100",마카사르
"기호품 염료 50
로그우드 파인애플 50
로그우드 파인애플 150",마스카트
"식료품 염료 100
선인장 로그우드 100
선인장 로그우드 200",반다
"인삼 고려청자 50
인삼 고려청자 철화백자 50
의약품 100 공예품 400",반자르마신
"무기류 직물 50
양손검 고블랭 50
양손검 서양갑옷 고블랭 100",팡칼피낭
"의약품 200
링곤베리 수은제 100
링곤베리 수은제 200",브루네이
"식료품 직물 50
청어절임 고블랭 50
염장대구 고블랭 50",하디보
"총포류 향신료 50
샤프란 서양대포 50
샤프란 100 서양대포 200",수라바야
"무기류 200
양손검 서양갑옷 100
양손검 서양갑옷 200",아딘
"미술품 총포류 향신료 50
스테인드글라스 서양대포 100
스테인드글라스 150 샤프란 100 서양대포 100",아체
"기호품 300
파인애플 치클 100
파인애플 150 치클 150 담배 50",암본
"로그우드 아과요 50
로그우드 카민 아과요 50
염료 직물 250",자야카르타
"기호품 200
파인애플 300
파인애플 500",지다
"기호품 200
로쿰 캐비아 100
로쿰 캐비아 200",알비다
"염료 200
계관석 200
계관석 400",쿠칭
"공업품 조미료 식료품 100
고무 메이플시럽 블루베리 50
고무 메이플시럽 블루베리 150",테르나테
"직물 200 
아과요 200 
아과요 400",파사이
"무기류 직물 50
양손검 서양갑옷 고블랭 50
양손검 서양갑옷 고블랭 100",팔렘방
"베르가모트 대리석상 거울 50 
식료품 50 미술품 200 향신료 100 
베르가모트 파스타 동판화 50",홀로
"가축 200
소 300
소 500",-
"공업품 직물 150
고무 아과요 50
고무 아과요 150",-
"황마 공작석 100
조미료 50 섬유 100 보석 300
낙타털 꿀 공작석 50",고아
"청어절임 태피스트리 50
청어절임 태피스트리 100
식료품 100 미술품 400",디우
"화승총 대리석상 동판화 50
가축 50 미술품 100 총포류 300
서양대포 150 거울 150 닭 50",마실리파트남
"건포도 고블랭 50
건포도 고블랭 100
기호품 직물 250",코테
"주석 오렌지 목상 50
통나무 양고기 목상 50
식료품 100 공업품 200 미술품 200",코지코드
"태피스트리 은식기 50
미술품 공예품 100
태피스트리 150 은식기 150 고블랭 100",콜카타
"샤프란 아줄레주 50
잡화 50 공예품 200 향신료 100
샤프란 아줄레주 인쇄물 100",고치
"위스키 흑연 강철 50
주류 100 광석 100 공업품 300
위스키 석탄 강철 50",판디체리
"테킬라 오팔 50
주류 300 보석 100
테킬라 오팔 마노 50",-
"알파카털실 아과요 50
쇠고기 알파카털실 아과요 50
식료품 100 섬유 100 직물 300",-
"호박 전기석 금록석 50
조미료 50 공업품 100 보석 300
목재 석재 철재 50",호베
"직물 공업품 100
고블랭 강철 100
고블랭 강철 200",롭부리
"무기류 200
단검 아프리카쇠뇌 100
단검 아프리카쇠뇌 200",마카오
"다마스쿠스강철 스테인드글라스 100
공업품 미술품 향신료 50
다마스쿠스강철 스테인드글라스 샤프란 100",믈라카
"피스타치오 자철광석 석유 50
피스타치오 자철광석 밀랍 50
광석 100 공업품 300 기호품 100",북경
"레이스 활 50
가축 50 직물 100 무기류 300
거위 레이스 활 50",타이난
"테피스트리 활 거위 50
가축 50 미술품 100 무기류 300
테피스트리 강철방패 닭 50",연운
"맥주 세이지 레이스 50
의약품 50 주류 100 직물 200
맥주 민들레 무명 50",서안
"공예품 미술품 100
은식기 거울 100
은식기 거울 200",중경
"향료 향신료 100
수선화 150 샤프란 100
수선화 300 샤프란 200 타라곤 100",프레이노코르
"대리석상 벨벳 레이스 50
의약품 50 직물 300 미술품 100
거울 민들레 비단 50",천주
"태피스트리 고블랭 50
미술품 직물 100
태피스트리 고블랭 진 50",페구
"주석 다이아몬드 50
공업품 300 보석 100
통나무 루벨라이트 50",하노이
"캥거루고기 소금 흑진주 50
캥거루고기 꿀 핑다 50
식료품 50 조미료 50 보석 300",항주
"인삼 자근 명주 50
인삼 자근 명주 150
의약품 50 염료 200 직물 200",-
"납광석 세이지 레이스 50
납광석 민들레 무명 50
의약품 50 광석 50 직물 300",-
"식료 염료 100
선인장 로그우드 200
선인장 로그우드 300",하갓냐
"공예품 200
유리구슬 200
유리구슬 400",사마라이
"의약품 섬유 100
링곤베리 깃털 100
링곤베리 수은제 깃털 100",왕거누이
"유향 용혈 융단 50 
의약품 50 직물 300 향료 100 
용연향 월하향 융단 50",카카투와
"기호품 주류 50
파인애플 테킬라 100
파인애플 150 테킬라 150 치클 50",가리
"보석 공예품 100 
수정 유리구슬 100 
수정 유리구슬 200",핀자라
"잡화 의약품 100
파피루스 몰약 100
파피루스 몰약 수은제 100",호놀룰루
"유리구슬 아줄레주 50
공예품 향신료 100
유리구슬 아줄레주 샤프란 150",호바튼
"레이스 은식기 유리세공 50
잡화 50 직물 100 공예품 200
레이스 인쇄물 유리구슬 50",아투오나
"청주 오배자 니시진오리 50 
주류 100 염료 200 직물 200 
청주 오배자 모시 50",마히나
"후추 인디고 캐시미어 50
염료 100 직물 200 향신료 200
계피 강황 면직물 50",수바
"유황 박하 향수 50
광석 50 향신료 150 향료 150
유황 바질 레몬기름 50",포트피리
"의약품 200
링곤베리 200
링곤베리 수은제 200",-
"설탕 돌소금 서양대포 50
돌소금 핸드캐논 50
조미료 100 총포류 300",-
"파인애플 바닐라 담배 50
단호박 커피 올스파이스 50
식료품 100 기호품 300 향신료 100",나가사키
"요구르트 청금석 터키석 50
조미료 50 기호품 100 보석 300
요구르트 꿀 터키석 50",덕원
"사오싱주 화창 50
가축 50 주류 100 총포류 300
당나귀 사오싱주 화창 50",동래
"브랜디 건포도 고블랭 50
주류 100 기호품 200 직물 200
브랜디 50 건포도 50 고블랭 100",사카이
"은식기 아주라이트 고블랭 50
염료 100 직물 200 공예품 200
은식기 아주라이트 고블랭 100",에도
"백금 석탄 납 50
광석 50 공업품 200 귀금속 100
백금 아연광석 납 50",영일
"총포류 100
서양대포 샤프란 100
서양대포 150 샤프란 100",한양
"귀금속 보석 무기류 100
아프리카쇠뇌 금 루벨라이트 50
비도 50 금 100 진주 50",제주
"직물 주류 100
보드카 100 펠트 50
보드카 200 펠트 100",수이
"직물 공업품 100
고블랭 강철 100
고블랭 강철 아과요 100",율도
"석유 요구르트 호박단 50 
공업품 100 기호품 200 직물 200 
석유 요구르트 호박단 100",에조
"직물 100
호박단 모슬린 100
호박단 모슬린 200",
"무기류 향신료 50
메이스 크리스 50
메이스 50 육두구 50 크리스 100",
"공예품 총포류 50 
동양대포 고려청자 100 
동양대포 고려청자 진달래 100",
"니시진오리 모시 자수정 50 
조미료 50 직물 100 보석 300 
빈가타 간장 자수정 50",-
"강철 탄환 50
소 50 강철 100 화약 50
가축 100 공업품 100 총포류 300",리마
"태피스트리 은식기 50
잡화 50 공예품 150 미술품 150
태피스트리 유리세공 인쇄물 50",리우데자네이루
"은방울꽃 보석세공 은식기 50
잡화 50 공예품 200 향료 100
은방울꽃 종이 보석세공 50",마라카이보
"대모갑 마늘 침향 50 
잡화 50 향신료 150 향료 150 
대모갑 레몬그라스 일랑일랑 50",포를라마르
"잡화 50 귀금속 100 보석 100 
개오지 금 핑다 50 
개오지 금 흑진주 50",바이아
"향료 300 
진달래 해당화 150 
진달래 해당화 300",발파라이소
"향료 향신료 100
금목서 메이스 100
금목서 메이스 200",부에노스아이레스
"판야 망고스틴 50
염료 100 섬유 200 직물 200
판야 망고스틴 비단 50",우수아이아
"요구르트 호박단 50
광석 50 기호품 150 직물 150
유황 50 요구르트 100 호박단 100",빌렘스타트
"향신료 향료 무기류 100
창 오크모스 50
창 오레가노 오크모스 50",카라카스
"직물 200 
니시진오리 모시 100 
니시진오리 모시 마직물 150",카르타헤나
"찹쌀 팔각 해당화 50 
식료품 100 향료 200 향신료 200 
찹쌀 팔각 감송 50",카옌
"캐비아 수선화 시벳 50
기호품 향료 200
캐비아 100 수선화 100 로쿰 50",코피아포
"은식기 보석세공 은방울꽃 50
공예품 250 향료 150
은식기 보석세공 은방울꽃 150",툼베스
"테킬라 단호박 목상 50
식료품 50 주류 150 미술품 150
럼 사탕수수 50",페르남부크
"공예품 200
고려청자 200
고려청자 200 사탕공예품 100",-
"가축 50 보석 100 총포류 100
화약 루벨라이트 50
화약 염소 산호 50",-
"위스키 강철 50
위스키 강철 150
주류 공업품 250",과테말라
"흑단 메이스 50
흑단 육두구 정향 100
공업품 200 향신료 300",사우스사이드
"피스타치오 공작석 50
기호품 보석 200
피스타치오 공작석 100",나사우
"향료 100 보석 50
치자나무 100 해당화 100 호안석 50
치자나무 200 해당화 100 호안석 50",누탁
"총포류 가축 50
동양대포 당나귀 50
동양대포 당나귀 100",메리다
"공업품 200
흑단 300
흑단 300 자단 50",배로우
"보석 공예품 100
핑다 디저리두 100
핑다 디저리두 200",베라크루스
"식료품 조미료 100
두반장 된장 100
두반장 된장 리치 100",코하셋
"향료 300 
금목서 치자나무 50 
금목서 치자나무 진달래 100",산토도밍고
"보석 향료 50
핑다 유칼립투스 50
핑다 유칼립투스 100",산티아고
"서양대포 인쇄물 50
화승총 인쇄물 햄 50
식료품 50 잡화 50 총포류 300",산후안
"향신료 무기류 50
메이스 크리스 100
메이스 크리스 150",오흘른
"염소 파피루스 화약 50
염소 파피루스 화약 100
가축 50 잡화 50 총포류 300",아카풀코
"서양대포 인쇄물 아줄레주 50
잡화 50 공예품 150 총포류 150
포탄 인쇄물 아줄레주 100",어널래스카
"주류 100 향료 200 향신료 200 
미주 팔각 해당화 50 
미주 팔각 감송 50",포트로열
"염료 100 직물 200 향료 200
라일락 아주라이트 고블랭 50
장미 아주라이트 레이스 50",트루히요
"귀금속 보석 100
백금 다이아 200
백금 다이아 300",파나마
"주류 공예품 50
보드카 은식기 100
보드카 100 은식기 100 보석세공 50",포르토벨로
"귀금속 보석 100
다이아몬드 백금 150
다이아몬드 백금 300",아비앗
"가축 300
당나귀 500 곡도 100
단나귀 500 곡도 200",아바나
